Gene ID	Gene Name	ERR3452819	ERR3452821	ERR3452822	ERR3452820	ERR3452816	ERR3452817	ERR3452823	ERR3452818	ERR3452815
WBGene00048363	21ur-3324	0	0	0	0	0	0	2	0	0
WBGene00048364	21ur-723	0	0	0	0	0	0	0	0	0
WBGene00048365	21ur-1801	0	0	0	0	0	0	0	0	0
WBGene00048366	21ur-1699	0	0	0	0	0	0	0	0	0
WBGene00048367	21ur-1161	0	0	0	0	0	0	0	0	0
WBGene00048368	21ur-4872	0	0	0	0	0	0	0	0	0
WBGene00048369	21ur-1638	0	0	0	0	0	0	0	0	0
WBGene00048370	21ur-861	0	0	0	0	0	0	0	0	0
WBGene00048371	21ur-1100	0	0	0	0	0	0	0	0	0
WBGene00048372	21ur-1186	0	0	0	0	0	0	0	0	0
WBGene00048373	21ur-2833	0	0	0	0	0	0	0	0	0
WBGene00048374	21ur-2666	0	0	0	0	0	0	0	0	0
WBGene00048375	21ur-27	0	1	0	0	0	0	0	1	0
WBGene00048376	21ur-1991	0	0	0	0	0	0	0	0	0
WBGene00048377	21ur-2121	0	0	0	0	0	0	0	0	0
WBGene00048378	21ur-4535	0	0	0	0	0	0	0	0	0
WBGene00048379	21ur-872	0	0	2	0	0	0	1	2	0
WBGene00048380	21ur-600	0	0	0	0	0	0	0	0	0
WBGene00048381	21ur-5203	0	0	0	0	0	0	0	0	0
WBGene00048382	21ur-694	0	0	0	0	0	0	0	0	0
WBGene00048383	21ur-1424	0	0	0	0	0	0	0	0	0
WBGene00048384	21ur-3015	0	0	0	0	0	0	0	0	0
WBGene00048385	21ur-1437	0	0	0	0	0	0	0	0	0
WBGene00048386	21ur-1595	0	0	0	0	0	0	0	0	0
WBGene00048387	21ur-738	0	0	0	0	0	0	0	0	0
WBGene00048388	21ur-1877	0	0	0	0	0	0	0	0	0
WBGene00048389	21ur-94	0	0	0	0	0	0	0	0	0
WBGene00048390	21ur-3753	0	0	0	0	0	0	0	0	0
WBGene00048391	21ur-5399	0	0	0	0	0	0	0	0	0
WBGene00048392	21ur-996	0	0	0	0	0	0	0	0	0
WBGene00048393	21ur-3879	0	0	0	0	0	0	0	0	0
WBGene00048394	21ur-302	0	0	0	0	0	0	0	0	0
WBGene00048395	21ur-3702	0	0	0	0	0	0	0	0	0
WBGene00048396	21ur-3201	0	0	0	0	0	0	0	0	0
WBGene00048397	21ur-4321	0	0	0	0	0	0	0	0	0
WBGene00048398	21ur-4484	0	0	0	0	0	0	0	0	0
WBGene00048399	21ur-4071	0	0	0	0	0	0	0	0	0
WBGene00048400	21ur-2388	0	0	0	0	0	0	0	0	0
WBGene00048401	21ur-5186	0	0	0	0	0	0	0	0	0
WBGene00048402	21ur-207	0	0	0	0	0	0	0	0	0
WBGene00048403	21ur-4990	0	0	0	0	0	0	0	0	0
WBGene00048404	21ur-660	0	0	0	0	0	0	0	0	0
WBGene00048405	21ur-1939	0	0	0	0	0	0	0	0	0
WBGene00048406	21ur-4760	0	0	0	0	0	0	0	0	0
WBGene00048407	21ur-4948	0	0	0	0	0	0	0	0	0
WBGene00048408	21ur-318	0	0	0	0	0	0	0	0	0
WBGene00048409	21ur-5058	0	0	0	0	0	0	0	0	0
WBGene00048410	21ur-5289	0	0	0	0	0	0	0	0	0
WBGene00048411	21ur-3105	0	0	0	0	0	0	0	0	0
WBGene00048412	21ur-811	0	0	0	0	0	0	0	0	0
WBGene00048413	21ur-3678	0	0	0	0	0	0	0	0	0
WBGene00048414	21ur-2057	0	0	0	0	0	0	0	0	0
WBGene00048415	21ur-2128	0	0	0	0	0	0	0	0	0
WBGene00048416	21ur-1714	0	0	0	0	0	0	0	0	0
WBGene00048417	21ur-4657	0	0	0	0	0	0	0	0	0
WBGene00048418	21ur-3521	0	0	0	0	0	0	0	0	0
WBGene00048419	21ur-171	0	0	0	0	0	0	0	0	0
WBGene00048420	21ur-2742	0	0	0	0	0	0	0	0	0
WBGene00048421	21ur-1998	0	0	0	0	0	0	0	0	0
WBGene00048422	21ur-3574	0	0	0	0	0	0	0	0	0
WBGene00048423	21ur-939	0	0	0	0	0	0	0	0	0
WBGene00048424	21ur-3154	0	0	0	0	0	0	0	0	0
WBGene00048425	21ur-4095	0	0	0	0	0	0	0	0	0
WBGene00048426	21ur-4735	0	0	0	0	0	0	0	0	0
WBGene00048427	21ur-99	0	0	0	0	0	0	0	0	0
WBGene00048428	21ur-3275	0	0	0	0	0	0	0	0	0
WBGene00048429	21ur-4908	0	0	0	0	0	0	0	0	0
WBGene00048430	21ur-1656	0	0	0	0	0	0	0	0	0
WBGene00048431	21ur-4371	0	0	0	0	0	0	0	0	0
WBGene00048432	21ur-4207	0	0	0	0	0	0	0	0	0
WBGene00048433	21ur-1380	0	0	0	0	0	0	0	0	0
WBGene00048434	21ur-716	0	0	0	0	0	0	0	0	0
WBGene00048435	21ur-3965	0	0	0	0	0	0	0	0	0
WBGene00048436	21ur-1232	0	0	0	0	0	0	0	0	0
WBGene00048437	21ur-142	0	0	0	0	0	0	0	0	0
WBGene00048438	21ur-4496	0	0	0	0	0	0	0	0	0
WBGene00048439	21ur-89	0	0	0	0	0	0	0	0	0
WBGene00048440	21ur-2334	0	0	0	0	0	0	0	0	0
WBGene00048441	21ur-3380	1	0	0	0	1	2	0	2	4
WBGene00048442	21ur-3826	0	0	0	0	0	0	0	0	0
WBGene00048443	21ur-3468	0	0	0	0	0	0	0	0	0
WBGene00048444	21ur-218	0	0	0	0	0	0	0	0	0
WBGene00048445	21ur-915	0	0	0	0	0	0	0	0	0
WBGene00048446	21ur-2405	0	0	0	0	0	0	0	0	0
WBGene00048447	21ur-8	0	0	0	0	0	0	0	0	0
WBGene00048448	21ur-1239	0	0	0	0	0	0	0	0	0
WBGene00048449	21ur-4678	0	0	0	0	0	0	0	0	0
WBGene00048450	21ur-3250	0	0	0	0	0	0	0	0	0
WBGene00048451	21ur-4919	0	0	0	0	0	0	0	0	0
WBGene00048452	21ur-244	0	0	0	0	0	0	0	0	0
WBGene00048453	21ur-3892	0	0	1	0	0	0	1	0	0
WBGene00048454	21ur-3370	0	0	0	0	0	0	0	0	0
WBGene00048455	21ur-454	0	0	0	0	0	0	0	0	0
WBGene00048456	21ur-1349	0	0	0	0	0	0	0	0	0
WBGene00048457	21ur-1406	0	0	0	0	0	0	0	0	0
WBGene00048458	21ur-5418	0	0	0	0	0	0	0	0	0
WBGene00048459	21ur-4842	0	0	0	0	0	0	0	0	0
WBGene00048460	21ur-1168	0	0	0	0	0	0	0	0	0
WBGene00048461	21ur-1625	0	0	0	0	0	0	0	0	0
WBGene00048462	21ur-4827	0	0	0	0	0	0	0	0	0
WBGene00048463	21ur-5238	0	0	0	0	0	0	0	0	0
WBGene00048464	21ur-3865	2	1	0	0	0	1	0	1	1
WBGene00048465	21ur-2608	0	0	0	0	0	0	0	0	0
WBGene00048466	21ur-2050	0	0	0	0	0	0	0	0	0
WBGene00048467	21ur-5020	0	0	0	0	0	0	0	0	0
WBGene00048468	21ur-5220	0	0	0	0	0	0	0	0	0
WBGene00048469	21ur-2115	0	0	0	0	0	0	0	0	0
WBGene00048470	21ur-3501	0	0	0	0	0	0	0	0	0
WBGene00048471	21ur-3023	0	0	0	0	0	0	0	0	0
WBGene00048472	21ur-5164	0	0	0	0	0	0	0	0	0
WBGene00048473	21ur-261	0	0	0	0	0	0	0	0	0
WBGene00048474	21ur-1816	0	0	0	0	0	0	0	0	0
WBGene00048475	21ur-2233	0	0	0	0	0	0	0	0	0
WBGene00048476	21ur-4070	0	0	0	0	0	0	0	0	0
WBGene00048477	21ur-2028	0	0	0	0	0	0	0	0	0
WBGene00048478	21ur-117	0	0	0	0	0	0	0	0	0
WBGene00048479	21ur-2606	0	0	0	0	0	0	0	0	0
WBGene00048480	21ur-2224	0	0	0	0	0	0	0	0	0
WBGene00048481	21ur-3028	0	0	0	0	0	0	0	0	0
WBGene00048482	21ur-1737	0	0	0	0	0	0	0	0	0
WBGene00048483	21ur-4320	0	0	0	0	0	0	0	0	0
WBGene00048484	21ur-1541	0	0	0	0	0	0	0	0	0
WBGene00048485	21ur-4077	0	0	0	0	0	0	0	0	0
WBGene00048486	21ur-2235	0	0	0	0	0	0	0	0	0
WBGene00048487	21ur-1371	0	0	0	0	0	0	0	0	0
WBGene00048488	21ur-3392	0	0	0	0	0	0	0	0	0
WBGene00048489	21ur-106	0	0	0	0	0	0	0	0	0
WBGene00048490	21ur-4595	0	0	0	0	0	0	0	0	0
WBGene00048491	21ur-1631	0	0	0	0	0	0	0	0	0
WBGene00048492	21ur-2553	0	0	0	0	0	0	0	0	0
WBGene00048493	21ur-828	0	0	0	0	0	0	0	0	0
WBGene00048494	21ur-2106	0	0	0	0	0	0	0	0	0
WBGene00048495	21ur-131	0	0	0	0	0	0	0	0	0
WBGene00048496	21ur-2683	0	0	0	0	0	0	0	0	0
WBGene00048497	21ur-5307	0	0	0	0	0	0	0	0	0
WBGene00048498	21ur-2618	0	0	0	0	0	0	0	0	0
WBGene00048499	21ur-790	0	0	0	0	0	0	0	0	0
WBGene00048500	21ur-2965	0	0	0	0	0	0	0	0	0
WBGene00048501	21ur-290	0	0	0	0	0	0	0	0	0
WBGene00048502	21ur-5316	0	0	0	0	0	0	0	0	0
WBGene00048503	21ur-865	0	0	0	0	0	0	0	0	0
WBGene00048504	21ur-3956	0	0	0	0	0	0	0	0	0
WBGene00048505	21ur-2633	0	0	0	0	0	0	0	0	0
WBGene00048506	21ur-3558	0	0	0	0	0	0	0	0	0
WBGene00048507	21ur-3039	0	0	0	0	0	0	0	0	0
WBGene00048508	21ur-414	0	0	0	0	0	0	0	0	0
WBGene00048509	21ur-4910	0	0	0	0	0	0	0	0	0
WBGene00048510	21ur-976	0	0	0	0	0	0	0	0	0
WBGene00048511	21ur-3888	0	0	0	0	0	0	0	0	0
WBGene00048512	21ur-955	0	0	0	0	0	0	0	0	0
WBGene00048513	21ur-2458	0	0	0	0	0	0	0	0	0
WBGene00048514	21ur-3716	0	0	0	0	0	0	0	0	0
WBGene00048515	21ur-2311	0	0	0	0	0	0	0	0	0
WBGene00048516	21ur-2326	0	0	0	0	0	0	0	0	0
WBGene00048517	21ur-3807	0	0	0	0	0	0	0	0	0
WBGene00048518	21ur-1221	0	0	0	0	0	0	0	0	0
WBGene00048519	21ur-1632	0	0	0	0	0	0	0	0	0
WBGene00048520	21ur-2692	0	0	0	0	0	0	0	0	0
WBGene00048521	21ur-538	0	0	0	0	0	0	0	0	0
WBGene00048522	21ur-1157	0	0	0	0	0	0	0	0	0
WBGene00048523	21ur-4641	0	0	0	0	0	0	0	0	0
WBGene00048524	21ur-4037	0	0	0	0	0	0	0	0	0
WBGene00048525	21ur-2851	0	0	0	0	0	0	0	0	0
WBGene00048526	21ur-4863	0	0	0	0	0	0	0	0	0
WBGene00048527	21ur-4146	0	0	0	0	0	0	0	0	0
WBGene00048528	21ur-2527	0	0	0	0	0	0	0	0	0
WBGene00048529	21ur-5286	0	0	0	0	0	0	0	0	0
WBGene00048530	21ur-3488	0	0	0	0	0	0	0	0	0
WBGene00048531	21ur-3085	0	0	0	0	0	0	0	0	0
WBGene00048532	21ur-3038	0	0	0	0	0	0	0	0	0
WBGene00048533	21ur-3050	0	0	0	0	0	0	0	0	0
WBGene00048534	21ur-5340	0	0	0	0	0	0	0	0	0
WBGene00048535	21ur-1606	0	0	0	0	0	0	0	0	0
WBGene00048536	21ur-2038	0	0	0	0	0	0	0	0	0
WBGene00048537	21ur-667	0	0	0	0	0	0	0	0	0
WBGene00048538	21ur-1133	0	0	0	0	1	0	0	0	0
WBGene00048539	21ur-2880	0	0	0	0	0	0	0	0	0
WBGene00048540	21ur-2978	0	0	0	0	0	0	0	0	0
WBGene00048541	21ur-3417	0	0	0	0	0	0	0	0	0
WBGene00048542	21ur-4332	0	0	0	0	0	0	0	0	0
WBGene00048543	21ur-4495	0	0	0	0	0	0	0	0	0
WBGene00048544	21ur-923	0	0	0	0	0	0	0	0	0
WBGene00048545	21ur-3266	0	0	0	0	0	0	0	0	0
WBGene00048546	21ur-45	0	0	0	0	0	0	0	0	0
WBGene00048547	21ur-4198	0	0	0	0	0	0	0	0	0
WBGene00048548	21ur-3302	0	0	0	0	0	0	0	0	0
WBGene00048549	21ur-4514	0	0	0	0	0	0	0	0	0
WBGene00048550	21ur-3925	1	1	0	1	1	3	3	1	2
WBGene00048551	21ur-2983	0	0	0	0	0	0	0	0	0
WBGene00048552	21ur-4817	0	0	0	0	0	0	0	0	0
WBGene00048553	21ur-1321	0	0	0	0	0	0	0	0	0
WBGene00048554	21ur-2072	0	0	0	0	0	0	0	0	0
WBGene00048555	21ur-613	0	0	0	0	0	0	0	0	0
WBGene00048556	21ur-1981	0	0	0	0	0	0	0	0	0
WBGene00048557	21ur-5069	0	0	0	0	0	0	0	0	0
WBGene00048558	21ur-3614	0	0	0	0	0	0	0	0	0
WBGene00048559	21ur-786	0	0	0	0	0	0	0	0	0
WBGene00048560	21ur-5035	0	0	0	0	0	0	0	0	0
WBGene00048561	21ur-2157	0	0	0	0	0	0	0	0	0
WBGene00048562	21ur-4217	0	0	0	0	0	0	0	0	0
WBGene00048563	21ur-1081	0	0	0	0	0	0	0	0	0
WBGene00048564	21ur-2799	0	0	0	0	0	0	0	0	0
WBGene00048565	21ur-3471	0	0	0	0	0	0	0	0	0
WBGene00048566	21ur-3694	0	0	0	0	0	0	0	0	0
WBGene00048567	21ur-3776	0	0	0	0	0	0	0	0	0
WBGene00048568	21ur-2472	0	0	0	0	0	0	0	0	0
WBGene00048569	21ur-4113	0	0	0	0	0	0	0	0	0
WBGene00048570	21ur-1705	0	0	0	0	0	0	0	0	0
WBGene00048571	21ur-1849	0	0	0	0	0	0	0	0	0
WBGene00048572	21ur-4677	0	0	0	0	0	0	0	0	0
WBGene00048573	21ur-4587	0	0	0	0	0	0	0	0	0
WBGene00048574	21ur-5090	0	0	0	0	0	0	0	0	0
WBGene00048575	21ur-2330	0	0	0	0	0	0	0	0	0
WBGene00048576	21ur-5096	0	0	0	0	0	0	0	0	0
WBGene00048577	21ur-3426	0	0	0	0	0	0	0	0	0
WBGene00048578	21ur-2560	0	0	0	0	0	0	0	0	0
WBGene00048579	21ur-624	0	0	0	0	0	0	0	0	0
WBGene00048580	21ur-1202	0	0	0	0	0	0	0	0	0
WBGene00048581	21ur-4958	0	0	0	0	0	0	0	0	0
WBGene00048582	21ur-2549	0	0	0	0	0	0	0	0	0
WBGene00048583	21ur-4239	0	0	0	0	0	0	0	0	0
WBGene00048584	21ur-5161	0	0	0	0	0	0	0	0	0
WBGene00048585	21ur-4130	0	0	0	0	0	0	0	0	0
WBGene00048586	21ur-4882	0	0	0	0	0	0	0	0	0
WBGene00048587	21ur-3511	0	0	0	0	0	0	0	0	0
WBGene00048588	21ur-4867	0	0	0	0	0	0	0	0	0
WBGene00048589	21ur-672	0	0	0	0	0	0	0	0	0
WBGene00048590	21ur-1045	0	0	0	0	2	0	0	0	0
WBGene00048591	21ur-3575	0	0	0	0	0	0	0	0	0
WBGene00048592	21ur-1569	0	0	0	0	0	0	0	0	0
WBGene00048593	21ur-4780	0	0	0	0	0	0	0	0	0
WBGene00048594	21ur-1174	0	0	0	0	0	0	0	0	0
WBGene00048595	21ur-2349	0	0	0	0	0	0	0	0	0
WBGene00048596	21ur-2519	0	0	0	0	0	0	0	0	0
WBGene00048597	21ur-3722	0	0	0	0	0	0	0	0	0
WBGene00048598	21ur-589	0	0	0	0	0	0	0	0	0
WBGene00048599	21ur-2543	0	0	0	0	0	0	0	0	0
WBGene00048600	21ur-3794	0	0	0	0	0	0	0	0	0
WBGene00048601	21ur-3064	0	0	0	0	0	0	0	0	0
WBGene00048602	21ur-1122	0	0	0	0	0	0	0	0	0
WBGene00048603	21ur-2275	0	0	0	0	0	0	0	0	0
WBGene00048604	21ur-1297	0	0	0	0	0	0	0	0	0
WBGene00048605	21ur-2931	0	0	0	0	0	0	0	0	0
WBGene00048606	21ur-1358	0	0	0	0	0	0	0	0	0
WBGene00048607	21ur-3955	0	0	0	0	0	0	0	0	0
WBGene00048608	21ur-2885	0	0	0	0	0	0	0	0	0
WBGene00048609	21ur-709	1	0	0	0	0	0	0	0	0
WBGene00048610	21ur-3151	0	0	0	1	0	0	0	2	0
WBGene00048611	21ur-1760	0	0	0	0	0	0	0	0	0
WBGene00048612	21ur-2484	0	0	0	0	0	0	0	0	0
WBGene00048613	21ur-2907	0	0	0	0	0	0	0	0	0
WBGene00048614	21ur-3147	0	0	0	0	0	0	0	0	0
WBGene00048615	21ur-3401	0	0	0	0	0	0	0	1	0
WBGene00048616	21ur-2894	0	0	0	0	0	0	0	0	0
WBGene00048617	21ur-3909	0	0	0	0	0	0	0	0	0
WBGene00048618	21ur-364	0	0	0	0	0	0	0	0	0
WBGene00048619	21ur-2782	0	0	0	0	0	0	0	0	0
WBGene00048620	21ur-3814	0	0	0	0	0	0	0	0	0
WBGene00048621	21ur-4534	0	0	0	0	0	0	0	0	0
WBGene00048622	21ur-151	0	0	0	0	0	0	0	0	0
WBGene00048623	21ur-3518	0	0	0	0	0	0	0	0	0
WBGene00048624	21ur-1056	0	0	0	0	0	0	0	0	0
WBGene00048625	21ur-3667	0	0	0	0	0	0	0	0	0
WBGene00048626	21ur-3140	0	0	0	0	0	0	0	0	0
WBGene00048627	21ur-4232	0	3	0	0	0	0	2	0	0
WBGene00048628	21ur-760	0	0	0	0	0	0	0	0	0
WBGene00048629	21ur-599	0	0	0	0	0	0	0	0	0
WBGene00048630	21ur-4960	0	0	0	0	0	0	0	0	0
WBGene00048631	21ur-1307	0	0	0	0	0	0	0	0	0
WBGene00048632	21ur-5081	0	0	0	0	0	0	0	0	0
WBGene00048633	21ur-4200	0	0	0	0	0	0	0	0	0
WBGene00048634	21ur-4084	0	0	0	0	0	0	0	0	0
WBGene00048635	21ur-2462	0	0	0	0	0	0	0	0	0
WBGene00048636	21ur-4560	0	0	0	0	0	0	0	0	0
WBGene00048637	21ur-2184	0	0	0	0	0	0	0	0	0
WBGene00048638	21ur-3111	0	0	0	0	0	0	0	0	0
WBGene00048639	21ur-523	0	0	0	0	0	0	0	0	0
WBGene00048640	21ur-3059	0	0	0	0	0	0	0	0	0
WBGene00048641	21ur-774	0	0	0	0	0	0	0	0	0
WBGene00048642	21ur-5398	0	0	0	0	0	0	0	0	0
WBGene00048643	21ur-1610	0	0	0	0	0	0	0	0	0
WBGene00048644	21ur-1020	0	0	0	0	0	0	0	0	0
WBGene00048645	21ur-4648	0	0	0	0	0	0	0	0	0
WBGene00048646	21ur-4819	0	0	0	0	0	0	0	0	0
WBGene00048647	21ur-2151	0	0	0	0	0	0	0	0	0
WBGene00048648	21ur-4139	0	1	0	0	0	0	0	0	1
WBGene00048649	21ur-2950	0	0	0	0	0	0	0	0	0
WBGene00048650	21ur-3982	0	0	0	0	0	0	0	0	0
WBGene00048651	21ur-5439	0	0	0	0	0	0	0	0	0
WBGene00048652	21ur-5139	0	0	0	0	0	0	0	0	0
WBGene00048653	21ur-2762	0	0	0	0	0	0	0	0	0
WBGene00048654	21ur-593	0	0	0	0	0	0	0	0	0
WBGene00048655	21ur-5248	0	0	0	0	0	0	0	0	0
WBGene00048656	21ur-4708	0	0	0	0	0	0	0	0	0
WBGene00048657	21ur-4934	0	1	0	0	0	0	0	0	0
WBGene00048658	21ur-3335	0	0	0	0	0	0	0	0	0
WBGene00048659	21ur-3856	0	0	0	0	0	0	0	0	0
WBGene00048660	21ur-4698	0	0	0	0	0	0	0	0	0
WBGene00048661	21ur-5349	0	0	0	0	0	0	0	0	0
WBGene00048662	21ur-3458	0	0	0	0	0	0	0	0	0
WBGene00048663	21ur-1110	0	0	0	0	0	0	0	0	0
WBGene00048664	21ur-4178	0	0	0	0	0	0	0	0	0
WBGene00048665	21ur-1286	0	0	0	0	0	0	0	0	0
WBGene00048666	21ur-3713	0	0	0	0	0	0	0	0	0
WBGene00048667	21ur-1730	0	0	0	0	0	0	0	0	0
WBGene00048668	21ur-1024	0	0	0	0	0	0	0	0	0
WBGene00048669	21ur-4893	0	0	0	0	0	0	0	0	0
WBGene00048670	21ur-2241	0	0	0	0	0	0	0	0	0
WBGene00048671	21ur-3969	0	0	0	0	0	0	0	0	0
WBGene00048672	21ur-3730	0	0	0	0	0	0	0	0	0
WBGene00048673	21ur-4970	0	0	0	0	0	0	0	0	0
WBGene00048674	21ur-2381	0	0	0	0	0	0	0	0	0
WBGene00048675	21ur-4939	0	0	0	0	0	0	0	0	0
WBGene00048676	21ur-4385	0	0	0	0	0	0	0	0	0
WBGene00048677	21ur-5445	0	0	0	0	0	0	0	0	0
WBGene00048678	21ur-4469	0	0	0	0	0	0	0	0	0
WBGene00048679	21ur-3551	0	0	0	0	0	0	0	0	0
WBGene00048680	21ur-4044	0	0	0	0	0	0	0	0	0
WBGene00048681	21ur-2185	0	0	0	0	0	0	0	0	0
WBGene00048682	21ur-331	0	0	0	0	0	0	0	0	0
WBGene00048683	21ur-2175	0	0	0	0	0	0	0	0	0
WBGene00048684	21ur-4943	0	0	0	0	0	0	0	0	0
WBGene00048685	21ur-5121	0	0	0	0	0	0	0	0	0
WBGene00048686	21ur-5278	0	0	0	0	0	0	0	0	0
WBGene00048687	21ur-5410	0	0	0	0	0	0	0	0	0
WBGene00048688	21ur-3469	0	0	0	0	0	0	0	0	0
WBGene00048689	21ur-5097	0	0	0	0	0	0	0	0	0
WBGene00048690	21ur-2577	0	0	0	0	0	0	0	0	0
WBGene00048691	21ur-3133	0	0	0	0	0	0	0	0	0
WBGene00048692	21ur-435	0	0	0	0	0	0	0	0	0
WBGene00048693	21ur-4788	0	0	0	0	0	0	0	0	0
WBGene00048694	21ur-1959	0	0	0	0	0	0	0	0	0
WBGene00048695	21ur-1736	0	0	0	0	0	0	0	0	0
WBGene00048696	21ur-314	0	0	0	0	0	0	0	0	0
WBGene00048697	21ur-5300	0	0	0	0	0	0	0	0	0
WBGene00048698	21ur-4168	0	0	0	0	0	0	0	0	0
WBGene00048699	21ur-1486	0	0	0	0	0	0	0	0	0
WBGene00048700	21ur-1893	0	0	0	0	0	0	0	0	0
WBGene00048701	21ur-112	0	0	0	0	0	0	0	0	0
WBGene00048702	21ur-1967	0	0	0	0	0	0	0	0	0
WBGene00048703	21ur-907	0	0	0	0	0	0	0	0	0
WBGene00048704	21ur-3728	0	0	0	0	0	0	0	0	0
WBGene00048705	21ur-4450	0	0	0	0	0	0	0	0	0
WBGene00048706	21ur-4558	0	0	0	0	0	0	0	0	0
WBGene00048707	21ur-5380	0	0	0	0	0	0	0	0	0
WBGene00048708	21ur-1806	0	0	0	0	0	0	0	0	0
WBGene00048709	21ur-4503	0	0	0	0	0	0	0	0	0
WBGene00048710	21ur-3406	0	0	0	0	0	0	0	0	0
WBGene00048711	21ur-3431	0	0	0	0	0	0	0	0	0
WBGene00048712	21ur-4584	0	0	0	0	0	0	0	0	0
WBGene00048713	21ur-5018	0	0	0	0	0	0	0	0	0
WBGene00048714	21ur-3708	0	0	0	0	0	0	0	0	0
WBGene00048715	21ur-2908	0	0	0	0	0	0	0	0	0
WBGene00048716	21ur-4989	0	0	0	0	0	0	0	0	0
WBGene00048717	21ur-1469	0	0	0	0	0	0	0	0	0
WBGene00048718	21ur-1014	0	0	0	0	0	0	0	0	0
WBGene00048719	21ur-4413	0	0	0	0	0	0	0	0	0
WBGene00048720	21ur-1407	0	0	0	0	0	0	0	0	0
WBGene00048721	21ur-3992	1	0	0	0	2	0	0	1	1
WBGene00048722	21ur-3583	0	0	0	0	0	0	0	0	0
WBGene00048723	21ur-4474	0	0	0	0	0	0	0	0	0
WBGene00048724	21ur-3002	0	0	0	0	0	0	0	0	0
WBGene00048725	21ur-1534	0	0	0	0	0	0	0	0	0
WBGene00048726	21ur-3045	0	0	0	0	0	0	0	0	0
WBGene00048727	21ur-2971	0	0	0	0	0	0	0	0	0
WBGene00048728	21ur-570	0	0	0	0	0	0	0	0	0
WBGene00048729	21ur-2166	0	0	0	0	0	0	0	0	0
WBGene00048730	21ur-2445	0	0	0	0	0	0	0	0	0
WBGene00048731	21ur-3646	0	0	0	0	0	0	0	0	0
WBGene00048732	21ur-1314	0	0	0	0	0	0	0	0	0
WBGene00048733	21ur-4702	0	0	0	0	0	0	0	0	0
WBGene00048734	21ur-902	0	0	0	0	0	0	0	0	0
WBGene00048735	21ur-1145	0	0	0	0	0	0	0	0	0
WBGene00048736	21ur-476	0	0	0	0	0	0	0	0	0
WBGene00048737	21ur-259	0	0	0	0	0	0	0	0	0
WBGene00048738	21ur-4021	0	0	0	0	0	0	0	0	0
WBGene00048739	21ur-4928	0	0	0	0	0	0	0	0	0
WBGene00048740	21ur-1562	0	0	0	0	0	0	0	0	0
WBGene00048741	21ur-5102	0	0	0	0	0	0	0	0	0
WBGene00048742	21ur-1853	0	0	0	0	0	0	0	0	0
WBGene00048743	21ur-1290	0	0	0	0	0	0	0	0	0
WBGene00048744	21ur-2901	0	0	0	0	0	0	0	0	0
WBGene00048745	21ur-90	0	0	0	0	0	0	0	0	0
WBGene00048746	21ur-4313	0	0	0	0	0	0	0	0	0
WBGene00048747	21ur-1774	0	2	0	0	0	0	0	0	0
WBGene00048748	21ur-2564	0	0	0	0	0	0	0	0	0
WBGene00048749	21ur-3863	0	0	0	0	0	0	0	0	0
WBGene00048750	21ur-3633	0	0	0	0	0	0	0	0	0
WBGene00048751	21ur-2715	0	0	0	0	0	0	0	0	0
WBGene00048752	21ur-1757	0	0	0	0	0	0	0	0	0
WBGene00048753	21ur-3933	0	0	0	0	0	0	0	0	0
WBGene00048754	21ur-4008	0	0	0	0	0	0	0	0	0
WBGene00048755	21ur-732	0	0	0	0	0	0	0	0	0
WBGene00048756	21ur-1521	0	0	0	0	0	0	0	0	0
WBGene00048757	21ur-340	0	0	0	0	0	0	0	0	0
WBGene00048758	21ur-3947	0	0	0	0	0	0	0	0	0
WBGene00048759	21ur-5423	0	0	0	0	0	0	0	0	0
WBGene00048760	21ur-5362	0	0	0	0	0	0	0	0	0
WBGene00048761	21ur-80	0	0	0	0	0	0	0	0	0
WBGene00048762	21ur-1097	0	0	0	0	0	0	0	0	0
WBGene00048763	21ur-1479	0	0	0	0	0	0	0	0	0
WBGene00048764	21ur-2917	0	0	0	0	0	0	0	0	0
WBGene00048765	21ur-4258	0	0	0	0	0	0	0	0	0
WBGene00048766	21ur-2431	0	0	0	0	0	0	0	0	0
WBGene00048767	21ur-1088	0	0	0	0	0	0	0	0	0
WBGene00048768	21ur-2379	0	0	0	0	0	0	0	0	0
WBGene00048769	21ur-1011	0	0	0	0	0	0	0	0	0
WBGene00048770	21ur-3343	0	0	0	0	0	0	0	0	0
WBGene00048771	21ur-5103	0	0	0	0	0	0	0	0	0
WBGene00048772	21ur-4266	0	0	0	0	0	0	0	0	0
WBGene00048773	21ur-968	0	0	0	0	0	0	0	0	0
WBGene00048774	21ur-2926	0	0	0	0	0	0	0	0	0
WBGene00048775	21ur-642	0	0	0	0	0	0	0	0	0
WBGene00048776	21ur-222	0	0	0	0	0	0	0	0	0
WBGene00048777	21ur-2020	0	0	0	0	0	0	0	0	0
WBGene00048778	21ur-2092	0	0	0	0	0	0	0	0	0
WBGene00048779	21ur-1364	0	0	0	0	0	0	0	0	0
WBGene00048780	21ur-4405	0	0	0	0	0	0	0	0	0
WBGene00048781	21ur-3913	0	0	0	0	0	0	0	0	0
WBGene00048782	21ur-3118	0	0	0	0	0	0	0	0	0
WBGene00048783	21ur-2948	0	0	0	0	0	0	0	0	0
WBGene00048784	21ur-899	0	0	0	0	0	0	0	0	0
WBGene00048785	21ur-5336	0	0	0	0	0	0	0	0	0
WBGene00048786	21ur-62	0	0	0	0	0	0	0	0	0
